full_name,surname,name,ug_degree,ug_institution,ug_grad_year,ug_subjects,m_degree,m_institution,m_grad_year,d_degree,d_institution,d_grad_year,d_subjects,current_position,dataTXT,us_state,country,coordinate location,latitude,longitude,pos_year,science,science1,science_icon,science2,science3,science4,science5,major_career
"Gibbons, Vernette Lois",Gibbons,Vernette Lois,AB,NA,1899,NA,NA,NA,NA,PhD,Bryn Mawr College,1914,Inorga'nic and Physical ChemKtry Organic Chemistry and Physiology Tpache in tfee Hgh School Eernardjtown hIassl8997-; Assistant in Chemist hlount Holyoke 18999- and Instructor in Chemistry19011899,Professor of Chemistry Mount Holyoke College,Mount Holyoke College,Massachusetts,United States of America,"42.255586,-72.574503",42.255586,-72.574503,1918,"chemistry, physiology",chemistry,interdisciplinary,physiology,NA,NA,NA,both
"Gibson, Loijise Isabel",Gibson,Loijise Isabel,AB,Bryn Mawr College,1913,Physics and Mathematics Teaching 1915-17; Art Student 1917-18,NA,NA,NA,NA,NA,NA,NA,Art Student,"Birmingham, AL",Alabama,United States of America,"33.520661, -86.80249",33.520661,-86.80249,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Gignoux, Elise Messenger",Gignoux,Elise Messenger,AB,Bryn Mawr College,1902,Greek and Mathematics Graduate Student Cornell Medical College 1903; Graduate Student Columbia University 1910-13; Member of Board of Education Great Neck 1912-16; Farming 1918-19 See page 22,NA,NA,NA,NA,NA,NA,NA,Farming,"Great Neck, Long Island, NY",New York,United States of America,"40.800657, -73.728465",40.800657,-73.728465,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Gilroy, Helen Turnbull",Gilroy,Helen Turnbull,AB,Bryn Mawr College,1909,hlathematics and Physics and,AM,NA,1912,NA,NA,NA,NA,Instructor in Physics Vassar,Vassar College,New York,United States of America,"41.686866666667,-73.895188888889",41.68686667,-73.89518889,1917,physics,physics,physics,NA,NA,NA,NA,both
"Gird, Wood Ethel Mathews",Gird,Wood Ethel Mathews,AB,Bryn Mawr College,1903,Chemistry and Biology; MD 1909 Johns Hopkins Medical School Agent of the Provident Savings Fund Bureau of the Associated Charities Orange N J 1904-05; Student in the Johns Hopkins Medical School 1905-09; Student University of Berlin 1910-12; Assistant in Pathology University of Wisconsin 1912-13; Volunteer Assistant Physician BabiesÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² Milk Fund Association Baltimore 1914-16 Married 1910 Dr George Peirce (t 1919) Four sons,NA,NA,NA,NA,NA,NA,NA,Volunteer Assistant Physician Babies' Milk Fund Association Baltimore,Baltimore,Maryland,United States of America,"39.286388888889,-76.615",39.28638889,-76.615,1916,"biology, chemistry, pathology",biology,interdisciplinary,chemistry,pathology,NA,NA,major
"Goff, Leah",Goff,Leah,AB,Bryn Mawr College,1889,Chemistry and Biology and Ahi 1894 Assistant Demonstrator in Biology Bryn hlawr 1889-94 and Graduate Student 1889-90 1893-94; Teacher of Physiology in hliss Florence Baldwin's School Bryn hlawr 1897-98; Teacher of Science in Mrs W E D Scott's School Princeton N J 1898-99; and in hliss Case and hliss Child's School Philadelphia 1898-1903; Tutor in Physiology in the blisses Shipley's School Bryn hlawr 1903-07 Mamed 1910 Mr Alba Boardman Johnson,NA,NA,NA,NA,NA,NA,NA,Tutor in Physiology in the Misses Shipley's School Bryn Mawr,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1907,"biology, chemistry, physiology",biology,interdisciplinary,chemistry,physiology,NA,NA,both
"Goldman, Agnes",Goldman,Agnes,AB,Bryn Mawr College,1909,Mathematics and Physics Graduate Student Columbia University 1910-13 and,AM,NA,1913,NA,NA,NA,NA,Laboratory Assistant in American R C Commission to Palestine,NA,New York,United States of America,"40.712776, -74.005974",40.712776,-74.005974,1919,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Gould, Alice Bache",Gould,Alice Bache,AB,Bryn Mawr College,1889,Mathematics and Physics lasgaghusetg Institute of Technology 1889-90; Newnham College University of Cambridge England 1890-93 Instructor in Mathematics and Physics Carleton Coleg94-1893 Honorary Fellow in Alathematics University of Chicago 1894-95 Fellow in lathemaRs 1895 30nd Graduate Student 1896-97; Instructor in Mathematics University of Chicago 1918 ' ' - e a8,NA,NA,NA,NA,NA,NA,NA,Instructor in Mathematics University of Chicago,University of Chicago,Illinois,United States of America,"41.789722222222,-87.599722222222",41.78972222,-87.59972222,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Graham, Minnie Almira",Graham,Minnie Almira,AB,Mount Holyoke College,1900,NA,AM,University of Michigan,1906,PhD,Bryn Mawr College,1912,Physical Chemistry Organic Chemistry and Physics Teacher of Mathematics and Science in the High School Hancock N Y,Abstractor for Research Department General Chemical Co New York City,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1919,"chemistry, physics, mathematics",chemistry,interdisciplinary,physics,mathematics,NA,NA,both
"Gray, Elizabeth Delano",Gray,Elizabeth Delano,AB,Bryn Mawr College,1898,Chemistry and Biology Preceptress and Teacher of Science and Mathematics Foxcroft Academy Foxcroft Me Autumn term 1903; Private Tutor and Illustrator of Scientific Text Books 1905-17; Drawing in connection with Research Work Harvard Medical School 1917-18; Assistant to Superintendent ChildrenÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Heard Hospital Brookline Mass 1918-19; Medical Illustrator 1919,NA,NA,NA,NA,NA,NA,NA,Medical Illustrator,"Lynn, MA",Massachusetts,United States of America,"42.466763, -70.949494",42.466763,-70.949494,1919,"biology, chemistry, mathematics",biology,interdisciplinary,chemistry,mathematics,NA,NA,major
"Greely, Adola",Greely,Adola,AB,Bryn Mawr College,1904,Mathematics and Physics Married 1906 The Rev Charles Lawrence Adams One son (t 1915),NA,NA,NA,NA,NA,NA,NA,NA,"New Canaan, Conn.",Connecticut,United States of America,"41.146763, -73.494844",41.146763,-73.494844,1904,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Greene, Cornelia Bonnell",Greene,Cornelia Bonnell,AB,Bryn Mawr College,1897,Chemistry and Biology Married 1907 Mr Paul King One son,NA,NA,NA,NA,NA,NA,NA,NA,Philadelphia,Pennsylvania,United States of America,"39.952584, -75.165222",39.952584,-75.165222,1897,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Guffey, Mary Emma",Guffey,Mary Emma,AB,Bryn Mawr College,1899,History and Political Science Teacher of Mathematics Science and History in the MacDonald Preparatory School Allegheny Pa 1899-1900 and Assistant Principal 1900-01; Travelling in East 1901-02; Suffrage and Social Worker 1904,NA,NA,NA,NA,NA,NA,NA,Member of Historical Society of Western Pennsylvania,"Pittsburgh, PA",Pennsylvania,United States of America,"40.440625, -79.995886",40.440625,-79.995886,NA,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Hacker, Emma Lydia",Hacker,Emma Lydia,AB,Bryn Mawr College,1893,Chemistry and Biology Teacher of Natural Science in the State Normal School Plymouth N H 1893-99 Married 1899 Mr Arthur Herbert Norton,NA,NA,NA,NA,NA,NA,NA,Teacher of Natural Science in the State Normal School Plymouth New Hampshire,New Hampshire,New Hampshire,United States of America,"44,-71.5",44,-71.5,1899,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Hahn, Dorothy Anna",Hahn,Dorothy Anna,AB,Bryn Mawr College,1899,Chemistry and Biology;,NA,NA,NA,PhD,Yale University,1916,NA,Instructor in Chemistry Mount Holyoke College  Associate Professor  and Professor,Mount Holyoke College,Massachusetts,United States of America,"42.255586,-72.574503",42.255586,-72.574503,1917,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,both
"Hall, Constance Sidney",Hall,Constance Sidney,AB,Bryn Mawr College,1917,Psychology and Biology Teacher in the Bryn Mawr School Baltimore 1917-18 1919,NA,NA,NA,NA,NA,NA,NA,Graduate Student George Washington University  Goucher College,George Washington University,"Washington, D.C.",United States of America,"38.900833333333,-77.050833333333",38.90083333,-77.05083333,1920,biology,biology,biology,NA,NA,NA,NA,major
"Hall, Margaret Goodman",Hall,Margaret Goodman,AB,Bryn Mawr College,1905,Chemistry and Geology Assistant in Science and Mathematics St Agnes School Albany N Y 1905-06; Teacher in the Misses HallÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Private School for Children 1906- 07 and Head of the School 1907-09; Travelling in Europe 1909-11; Teacher in the Holy Calvary Mission School Pittsburgh 1912-13; Teacher of History and Literature in the Ursuline Academy Pittsburgh 1913-15; Private Tutor 1915,NA,NA,NA,NA,NA,NA,NA,Chemist Pennsylvania Chocolate Co Pittsburgh,Pittsburgh,Pennsylvania,United States of America,"40.45,-80",40.45,-80,1917,"chemistry, geology, mathematics",chemistry,interdisciplinary,geology,mathematics,NA,NA,both
"Halsey, Cornelia Van Wyck",Halsey,Cornelia Van Wyck,AB,Bryn Mawr College,1900,Mathe- matics and Physics Volunteer Social Worker 1904,NA,NA,NA,NA,NA,NA,NA,President of Bryn Mawr College Alumnae Association,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Hamilton, Edith",Hamilton,Edith,AB,Bryn Mawr College,1897,Chemistry and Biology,AM,Cornell University,1916,PhD,Bryn Mawr College,1913,NA,Government Clerk Postoffice Marshfield,Marshfield,Massachusetts,United States of America,"42.091666666667,-70.706111111111",42.09166667,-70.70611111,1895,"biology, chemistry, mathematics",biology,interdisciplinary,chemistry,mathematics,NA,NA,major
"Hamilton, Margaret",Hamilton,Margaret,AB,Bryn Mawr College,1897,Chemistry and Biology Holder of the Biyn Mawr European Fellowship 189798; Student College de France and University of Munich 1898-99; Teacher of Science Bryn Mawr School Baltimore Md 1900-11 and Head of Primary Department 1910,NA,NA,NA,NA,NA,NA,NA,Teacher of Science Bryn Mawr School Baltimore Maryland   and Head of Primary Department,Baltimore,Maryland,United States of America,"39.286388888889,-76.615",39.28638889,-76.615,1911,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Harlan, Mary Monroe",Harlan,Mary Monroe,AB,Bryn Mawr College,1915,Latin and Mathematics Assistant Instructor in Mathematics Rosemary Hall Greenwich Conn 1915-16; Teacher in the Bel Air Academy Bel Air Md 1916-17; Stu- dent of Chemistry Johns Hopkins University Summer School 1916 Married 1919 Dr Charles Bagley Jr,NA,NA,NA,NA,NA,NA,NA,Stu dent of Chemistry Johns Hopkins University Summer School,Johns Hopkins University,Maryland,United States of America,"39.328888888889,-76.620277777778",39.32888889,-76.62027778,1916,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,both
"Harley, Katharine Venai",Harley,Katharine Venai,AB,Bryn Mawr College,1908,Philosophy and Economics and Politics Teacher in Darlington Seminary West Chester Pa 1909-10 and in Bishopthorpe Manor South Bethlehem Pa 1910-11; Senior Teacher of Mathematics and Latin in the Wissahickon Heights School for Girls 1911ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Âµ14; Instructor in Psychology GirlsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² Normal School Philadelphia 1916-17; Statistical Clerk Bell Telephone Co 1917-18; Student of Occupational Therapy 1918-19 and Reconstruction Aide Camp Upton 1919; Teacher of Mathematics Devon Manor 1919,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics Devon Manor,Devon,Pennsylvania,United States of America,"40.0497,-75.4256",40.0497,-75.4256,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Harris, Helen Marie",Harris,Helen Marie,AB,Bryn Mawr College,1917,Physics and Chemistry and,AM,NA,1918,NA,NA,NA,NA,Finance Secretary Settlement of Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1918,"chemistry, physics",chemistry,interdisciplinary,physics,NA,NA,NA,major
"Harris, Mary",Harris,Mary,AB,Bryn Mawr College,1895,Aliithematics and Physics Recording Secretary Bryn Mawr College 1895-97; Teacher of Alathematios in the Agnes Irwin School Philadelphia 1897ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â·,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathmatics in the Agnes Irwin School Philadelphia,Agnes Irwin School,Pennsylvania,United States of America,"40.0283,-75.3502",40.0283,-75.3502,1897,physics,physics,physics,NA,NA,NA,NA,both
"Harrison, Julia Peachy",Harrison,Julia Peachy,AB,Richmond College,1906,NA,AM,Richmond College,1908,NA,NA,NA,NA,Instructor in Chem istry Carnegie Institute of Technology Pittsburgh Pennsylvania   and Assistant Professor,Carnegie Mellon University,Pennsylvania,United States of America,"40.443322,-79.943583",40.443322,-79.943583,1919,chemistry,chemistry,chemistry,NA,NA,NA,NA,career
"Haseman, Mary Gertrude",Haseman,Mary Gertrude,AB,University of Indiana,1910,NA,NA,NA,NA,PhD,Bryn Mawr College,1917,Mathematics and Physics Professor of Mathematics in Vincennes University,Graduate Student Johns Hopkins University,Johns Hopkins University,Maryland,United States of America,"39.328888888889,-76.620277777778",39.32888889,-76.62027778,1917,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Haupt, Star Alida",Haupt,Star Alida,AB,Bryn Mawr College,1917,Psychology and Physics and,AM,NA,1918,NA,NA,NA,NA,Graduate Student in Psychology Bryn Mawr   and Assistant Demonstrator in Applied Psychology,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1920,physics,physics,physics,NA,NA,NA,NA,major
"Haydock, Louisa Low",Haydock,Louisa Low,AB,Bryn Mawr College,1913,Chemistry and Biology Teacher in Miss Low and Miss HeywoodÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School 1913-14; Clinic Manager Massachusetts General Hospital June to October 1914; Proctor and Tutor The Winsor School Boston Mass 1914-17; Y M C A Worker and NurseÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Aide in France 1917-19 Married 1918 Mr William H Y Hackett One son,NA,NA,NA,NA,NA,NA,NA,Y M C A Worker and Nurse's Aide in France,France,NA,France,"47,2",47,2,1919,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Haynes, Mabel Stevens",Haynes,Mabel Stevens,AB,Bryn Mawr College,1898,Chemistry and Biology MD Johns Hopkins Medical School 1902 Student in the Johns Hopkins Medical School 1898-1902; Assistant in Dispensary Massachusetts General Hospital Boston 1902-03; Practising Physician 1902-04 1905-07; Student of Medicine in Vienna 1904-05; Derma- tologist in Wilkes Street Free Dispensary and Assistant Dermatologist in the Trinity Dispensary Boston 1906 Married 1907 Major Konrad Heissig (t 1912) One son (t 1917) one daughter Married 1913 Captain Rudolf Leick Two daughters one son,NA,NA,NA,NA,NA,NA,NA,Dermatologist in Wilkes Street Free Dispensary and Assistant Dermatologist in the Trinity Dispensary Boston,Boston,Massachusetts,United States of America,"42.357777777778,-71.061666666667",42.35777778,-71.06166667,1906,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Hearne, Alice",Hearne,Alice,AB,Bryn Mawr College,1891,Latin and French Teacher of Latin in Mrs E L HeadÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School 1891-94; Graduate Scholar in Biology Bryn Mawr College 1895-96; Graduate Student University of Pennsylvania 1896-97; Teacher of Latin and Science and Associate Principal in Mrs E L HeadÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School 1896-1905; Head of College Preparatory Department in the FriendsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² School Germantown 1905-08; Head of French Department in the Shortridge High School Indianapolis Ind 1908-09; Teacher of French in the GirlsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² High School Philadelphia 1909-12; Private Tutor 1912-13; Teacher of French and Head of the High School Girton School Winnetka 111 February-June 1916; Student Harvard Prepared by the Misses ShipleyÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Bryn Mawr Pa AB 1913 group Modern History and Economics and Politics Instructor in Athletics and in Junior Department in Miss HebbÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Wilmington Del 1914-17 Married 1917 Mr Julius Rockwell One son,NA,NA,NA,NA,NA,NA,NA,Instructor in Athletics and in Junior Department in Miss Hebb's School Wilmington Delaware,Wilmington,Delaware,United States of America,"39.748333333333,-75.551388888889",39.74833333,-75.55138889,1917,biology,biology,biology,NA,NA,NA,NA,major
"Hedges, Miriam Margaret",Hedges,Miriam Margaret,AB,Bryn Mawr College,1910,History and Economics and Politics Secretary of Wykeham Rise Washington Conn 1910-11 and Secretary and Teacher of Geometry 1911-12; Secretary of the Baldwin School Bryn Mawr Pa 1912-13; Business Manager Bryn Mawr College 1913-15; Secretary of Central Union Church Honolulu for three months and Teacher of Mathematics in Kawaiahao Seminary Honolulu for six months in 1915-16 as substitute; Secretary to the Managing Director of Sale and Frazer Ltd Tokyo Japan 1916-17 Married 1917 Lieutenant Alexander Russell Smith One daughter,NA,NA,NA,NA,NA,NA,NA,Secretary to the Managing Director of Sale and Frazer Ltd Tokyo Japan,Tokyo,NA,Japan,"35.68,139.77",35.68,139.77,1917,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Henry, Jessie Kellogg",Henry,Jessie Kellogg,AB,Bryn Mawr College,1903,Mathematics and Chemistry Instructor in Mathematics and Chemistry Jacob Tome Institute Port Deposit Md 1903-04; Teacher in the High School Cheltenham Pa 1904-05; Teacher of Mathematics in the GirlsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² High School Philadelphia 1905-17,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in the Girls' High School Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1917,"chemistry, mathematics",chemistry,interdisciplinary,mathematics,NA,NA,NA,both
"Hering, Dorothea Pauline Theresa",Hering,Dorothea Pauline Theresa,AB,Bryn Mawr College,1919,Chemistry and Geology Attending Secretarial Course 1919,NA,NA,NA,NA,NA,NA,NA,Attending Secretarial Course,"Montclair, NJ",New Jersey,United States of America,"40.825901, -74.209005",40.825901,-74.209005,1919,"chemistry, geology",chemistry,interdisciplinary,geology,NA,NA,NA,major
